"","OID","URBAN_CENTER","TYPE_I_ROADS","SLOPE","PROTEC_AREAS","PRECIPITATION","ELEVATION","DRAINS","NDVI"
"36",36,8041.00732421875,2580,0.841972172260284,8592.578125,74.6666641235352,14,5552.02685546875,0.190463155508041
"37",37,6290.0634765625,22541.8203125,1.19064271450043,0,76.25,18,1968.14636230469,0.206846699118614
"38",38,7260.06201171875,24842.19140625,2.66081285476685,0,74.25,21,2013.57885742188,0.25722399353981
"39",39,6788.35791015625,5880,0.841957032680512,7142.2685546875,72.25,2,2262.76391601563,0.231155574321747
"40",40,7803.34521484375,24926.66015625,1.68353116512299,0,74.25,21,2552.64575195313,0.264063239097595
"41",41,8798.80078125,1410,4.52487277984619,11553.8955078125,78.75,10,5550.0810546875,0.171031013131142
"42",42,5973.6923828125,13124.3056640625,36.3130416870117,4540.41845703125,72.6666641235352,2,4930.416015625,0.173440530896187
"43",43,11867.6455078125,25732.044921875,1.88206195831299,0,72.5,28,108.166542053223,0.192921444773674
"44",44,6884.72216796875,6873.6015625,1.68347609043121,7330.3818359375,83.9166641235352,8,960.468627929687,0.241629034280777
"45",45,11095.0126953125,25108.69140625,3.03292560577393,0,76.3333358764649,27,1364.587890625,0.247982114553452
"46",46,8460.7451171875,19237.462890625,4.28514003753662,1865.07373046875,73.9166641235352,25,4023.13305664063,0.186933279037476
"47",47,9009.2451171875,21802.48828125,2.37997198104858,570.788940429688,76.6666641235352,16,3174.05102539062,0.180163681507111
"48",48,9513.83203125,859.069274902344,4.28490543365479,13175.7734375,88.6666641235352,18,3169.51098632812,0.113225199282169
"49",49,9600.9375,5490,2.37985920906067,10012.6767578125,76.75,7,1425.55249023438,0.205186158418655
"50",50,13579.6982421875,23360.83203125,3.46701383590698,0,73.4166641235352,29,42.4264068603516,0.29084125161171
"51",51,8571.814453125,12379.2451171875,0.841829180717468,7488.291015625,82.25,28,2515.88940429688,0.158914089202881
"52",52,10526.751953125,4885.94921875,2.66037845611572,12611.56640625,78.25,24,2125.13525390625,0.122595064342022
"53",53,10865.8408203125,19172.62890625,2.66030836105347,3096.982421875,75.0833358764649,30,1690.68029785156,0.158279970288277
"54",54,12812.8447265625,22607.921875,4.20185518264771,0,75.9166641235352,24,1529.70581054688,0.189869403839111
"55",55,13338.2646484375,22430.2109375,4.201819896698,0,82,29,1166.91906738281,0.202699452638626
"56",56,9391.9169921875,4080,1.88179218769074,13705.3056640625,82.8333358764649,23,1820.13732910156,0.190450355410576
"57",57,9075.0869140625,11896.73046875,2.37979412078857,8187.142578125,76.5,16,2044.62707519531,0.103022955358028
"58",58,11044.3193359375,19699.76953125,2.37976884841919,2980.88916015625,75.0833358764649,32,1248.87951660156,0.161619484424591
"59",59,9843.3837890625,9370.7626953125,1.8817286491394,9784.2783203125,82.4166641235352,10,954.829833984375,0.200124204158783
"60",60,15218.9912109375,21638.5078125,2.66021299362183,0,77.8333358764648,40,335.410186767578,0.216569274663925
"61",61,11614.921875,19498.060546875,3.4667546749115,3501.91381835937,74.25,32,740.9453125,0.171773925423622
"62",62,7569.0419921875,1633.55444335938,3.36350154876709,13333,81.5833358764649,28,3138.69409179687,0.158515647053719
"63",63,9666.9853515625,6639.7666015625,0.841785609722137,10464.7978515625,71.4166641235352,13,458.911743164063,0.156930655241013
"64",64,9120.6416015625,4650.0966796875,7.93529176712036,13245.53515625,87,19,1140.39465332031,0.185263469815254
"65",65,9031.1962890625,5515.43310546875,0,12580.126953125,85.75,11,212.132034301758,0.13027660548687
"66",66,11382.4599609375,15540.83984375,4.52396965026856,6440.1552734375,75.5833358764648,28,424.264068603516,0.168575569987297
"67",67,9739.65625,6560.1982421875,2.37964344024658,11569.4638671875,83.3333358764648,12,666.108093261719,0.188971132040024
"68",68,10449.1337890625,8901.2587890625,2.37964844703674,10422.4423828125,82.4166641235352,14,276.586334228516,0.220387428998947
"69",69,18130.427734375,21097.701171875,3.03236985206604,0,NA,38,966.074523925781,0.295477271080017
"70",70,12206.166015625,15956.8701171875,2.66011214256287,6440.22509765625,75.6666641235352,34,256.320098876953,0.153287753462791
"71",71,10950.6572265625,9886.8095703125,2.3795907497406,10691.623046875,80.9166641235352,20,424.264068603516,0.126448526978493
"72",72,5894.06494140625,1200.74975585938,3.36324310302734,16317.021484375,77.5,18,30,0.211887121200562
"73",73,12926.693359375,16874.966796875,4.2843337059021,5949.38671875,76.5,34,1230,0.166303798556328
"74",74,12960.5556640625,18495.28515625,0,4591.66650390625,80.0833358764649,37,792.022705078125,0.170301735401154
"75",75,8105.609375,4879.03662109375,5.10686492919922,13417.0791015625,80.5,13,120,0.21311242878437
"76",76,5595.22119140625,1415.09716796875,2.37951803207397,14945.5712890625,78.5,37,1405.20458984375,0.125
"77",77,14883.205078125,19530,6.75510549545288,0,91.1666641235352,35,666.108093261719,0.22157196700573
"78",78,5070.798828125,371.079498291016,2.37947535514832,15857.4052734375,79.75,31,848.528137207031,0.149273991584778
"79",79,8370.4833984375,7096.37939453125,2.6599326133728,12656.5869140625,88.8333358764649,15,0,0.31953376531601
"80",80,8285.2705078125,6754.33203125,3.36317920684814,12441.177734375,88.8333358764649,16,342.052612304687,0.188615381717682
"81",81,19072.6640625,19722.07421875,2.3795006275177,0,71.0833358764648,40,597.745788574219,0.165468156337738
"82",82,12374.8818359375,13266.8193359375,3.46643733978271,9198.0703125,74.75,36,523.927490234375,0.191108107566834
"83",83,15706.3681640625,18720,1.88151836395264,0,83.3333358764648,35,258.069763183594,0.166966438293457
"84",84,6915.3740234375,5257.53759765625,3.5665397644043,13860.5517578125,85,17,30,0.298091143369675
"85",85,14530.1923828125,15409.607421875,1.19020819664001,7729.81884765625,87.6666641235352,38,1001.29913330078,0.146928027272224
"86",86,3770.58349609375,1012.02764892578,1.88143301010132,17740.630859375,93,34,778.267333984375,0.170790240168571
"87",87,15365.4482421875,17265.64453125,0,4092.00439453125,95.5833358764648,45,670.820373535156,0.186871275305748
"88",88,6981.7548828125,6134.248046875,0.841639995574951,14192.5048828125,95,17,305.941162109375,0.237421706318855
"89",89,15407.85546875,17757.6171875,9.32733821868897,3237.36010742188,91.3333358764649,44,403.608734130859,0.203282669186592
"90",90,9933.0810546875,9405.37109375,4.52318048477173,13328.9833984375,85.0833358764649,20,216.333084106445,0.18333688378334
"91",91,16211.134765625,16871.765625,3.36285352706909,4032.07153320313,78.1666641235352,43,967.470947265625,0.185824736952782
"92",92,12043.49609375,11618.5244140625,1.88135755062103,11777.626953125,77.5,20,42.4264068603516,0.265307813882828
"93",93,2563.201171875,888.425598144531,4.52307558059692,18513.59765625,97.1666641235352,30,84.8528137207031,0.314626961946487
"94",94,14442.8427734375,14735.1318359375,4.20082139968872,8063.3056640625,99.4166641235352,33,523.927490234375,0.193079233169556
"95",95,13940.5771484375,14213.57421875,4.20071983337402,8268.03515625,99.4166641235352,37,660,0.182702332735062
"96",96,15631.0361328125,16391.80859375,4.28357219696045,0,77.75,48,510,0.30149108171463
"97",97,15184.2685546875,15189.9873046875,5.30780267715454,5999.5498046875,89.75,42,342.052612304687,0.178610622882843
"98",98,5501.13623046875,4859.81494140625,3.46601390838623,15650.0546875,92.3333358764648,30,778.845275878906,0.213586464524269
"99",99,15614.4453125,15532.7294921875,0,1140.39465332031,76.1666641235352,47,90,0.221961721777916
"100",100,2421.65234375,1906.82983398438,4.52295207977295,18352.98828125,83.3333358764648,32,759.539306640625,0.266430109739304
"101",101,16258.1455078125,15930,0,1440.3125,79.9166641235352,52,810,0.222558826208115
"102",102,10937.2119140625,10802.041015625,0,13046.55078125,85.1666641235352,24,961.873168945312,0.19559134542942
"103",103,15059.0732421875,15698.2861328125,4.52285718917847,0,77.8333358764648,47,426.380126953125,0.183508485555649
"104",104,6257.5712890625,5618.896484375,2.52320528030395,14602.8828125,86,19,591.692504882812,0.259555011987686
"105",105,14973.63671875,15739.3388671875,3.36262679100037,0,77.75,45,512.640197753906,0.350388616323471
"106",106,13057.583984375,13163.7119140625,4.52272891998291,8248.0361328125,90.1666641235352,50,886.397216796875,0.20288747549057
"107",107,15395.49609375,14854.36328125,1.88121664524078,4928.86376953125,93.75,48,474.341644287109,0.185423359274864
"108",108,14303.708984375,14945.90234375,3.36251711845398,0,78.75,52,510.881591796875,0.343272745609283
"109",109,11468.400390625,11778.697265625,3.56598782539368,11329.677734375,91.1666641235352,43,1853.21337890625,0.236440777778625
"110",110,14471.23046875,14868.2919921875,3.03152990341187,0,82.25,43,678.822509765625,0.21376059949398
"111",111,15053.2158203125,14003.4462890625,6.75354480743408,4205.24658203125,97.3333358764648,56,1301.46069335938,0.222331613302231
"112",112,4925.85009765625,4607.22265625,2.37893605232239,16285.1376953125,82.1666641235352,33,750.599731445313,0.225538164377213
"113",113,1500.29992675781,1504.79235839844,6.7534384727478,19020.212890625,83.5833358764648,37,360,0.20266193151474
"114",114,4864.53515625,4161.25,2.37888598442078,16628.390625,84.4166641235352,33,792.022705078125,0.197140261530876
"115",115,14070.1279296875,13344.60546875,0.841492533683777,5376.0302734375,95.5833358764648,52,60,0.29677939414978
"116",116,874.642761230469,1247.79809570313,6.70167970657349,19930.83984375,88.0833358764648,32,212.132034301758,0.239284679293632
"117",117,4943.359375,4942.630859375,0.84149432182312,17503.271484375,91.8333358764648,27,108.166542053223,0.194764792919159
"118",118,13538.279296875,13264.275390625,2.37890863418579,7179.03173828125,92.9166641235352,55,318.904388427734,0.193518832325935
"119",119,13728.892578125,14071.9189453125,0,0,78.8333358764649,50,1129.29187011719,0.376112729310989
"120",120,14407.904296875,13846.3896484375,6.54414701461792,60,NA,48,30,0.315663635730743
"121",121,11766.005859375,11760.6123046875,1.88106787204742,9231.86328125,92.5833358764649,51,300,0.228028103709221
"122",122,1444.99133300781,1806.23913574219,0.841489851474762,19450.228515625,88.0833358764648,32,782.304260253906,0.315634429454803
"123",123,4365.69580078125,3922.2060546875,6.54396867752075,17312.10546875,86.5833358764649,44,362.491394042969,0.180886059999466
"124",124,13311.1455078125,12720.56640625,5.30707311630249,2773.17504882812,94.8333358764648,68,305.941162109375,0.208677351474762
"125",125,12098.1484375,12810.8779296875,3.46544098854065,0,80.0833358764649,48,1261.427734375,0.241367608308792
"126",126,12852.92578125,11580.5048828125,4.19990682601929,4929.1376953125,92.4166641235352,60,0,0.369446873664856
"127",127,12177.8203125,11969.51171875,2.6591534614563,2204.94897460937,91.75,69,1171.53747558594,0.208906099200249
"128",128,9644.3818359375,9730.595703125,2.37872290611267,11391.865234375,80.5,39,60,0.316425979137421
"129",129,6846.57568359375,6901.63037109375,2.65913939476013,15165.9423828125,94.8333358764648,28,432.666168212891,0.185978099703789
"130",130,5546.6748046875,5494.58837890625,9.75418376922607,15948.859375,89.5,39,676.830871582031,0.1653041690588
"131",131,4590,4320.41650390625,3.03115940093994,15815.548828125,86.5833358764649,45,228.473190307617,0.167781665921211
"132",132,11443.53515625,11886.0966796875,4.19986724853516,0,88.5833358764648,64,840,0.192849650979042
"133",133,2471.3154296875,1574.07116699219,3.36198949813843,16717.619140625,83.0833358764648,51,1034.45642089844,0.218113705515861
"134",134,11754.87109375,11040.65234375,6.0453953742981,3376.16650390625,79.5,63,1188.69677734375,0.192275285720825
"135",135,10890.9501953125,11262.193359375,4.28260374069214,0,88.5833358764648,55,757.165771484375,0.144383952021599
"136",136,11659.3525390625,10419.7216796875,0,5656.96923828125,78.3333358764648,64,960,0.211579844355583
"137",137,794.292114257813,429.534637451172,4.52190160751343,17052.275390625,96,43,806.101745605469,0.2016821205616
"138",138,10557.61328125,10998.5087890625,2.6589879989624,0,79.25,62,1308.01379394531,0.202242091298103
"139",139,4938.44091796875,4979.3671875,3.36185145378113,13321.8916015625,85.8333358764648,36,1206.73107910156,0.271740943193436
"140",140,10457.3994140625,9851.7001953125,4.52183485031128,7548.62255859375,77.0833358764648,53,1410.31909179688,0.227126210927963
"141",141,5432.0712890625,5070.35498046875,2.65889549255371,14131.146484375,86.9166641235352,55,1578.92370605469,0.214205786585808
"142",142,10557.9541015625,10375.7509765625,2.52259612083435,0,78.6666641235352,54,1914.60180664063,0.24099850654602
"143",143,10106.4833984375,9181.7646484375,1.88076233863831,4061.09594726563,82.9166641235352,62,161.554946899414,0.203774675726891
"144",144,4063.20068359375,4083.74829101563,2.37845206260681,12469.6474609375,86.4166641235352,36,2372.27734375,0.215692237019539
"145",145,5894.21728515625,6208.18798828125,0,11070,81.9166641235352,40,865.852172851563,0.216397449374199
"146",146,4249.84716796875,4389.64697265625,4.1993899345398,11280.0400390625,87.6666641235352,48,2248.99975585937,0.163577005267143
"147",147,3733.76489257812,3478.57739257813,3.36171317100525,14321.0966796875,83.3333358764648,70,2117.28588867187,0.16618350148201
"148",148,3894.2265625,4012.94165039062,1.88072657585144,11766.923828125,90.5,45,2258.18505859375,0.178667992353439
"149",149,7693.8740234375,8011.79736328125,2.65864324569702,0,78.1666641235352,70,2410.8505859375,0.170443564653397
"150",150,7589.11083984375,7391.27197265625,0,8678.767578125,88.5,53,3424.73364257813,0.256854891777039
"151",151,1830.24584960938,560.446228027344,2.37829399108887,14377.9833984375,84.75,47,3573.14990234375,0.146745875477791
"152",152,2512.13061523437,1803.2470703125,5.37137222290039,13188.6083984375,85.0833358764649,90,4175.60791015625,0.23448221385479
"153",153,4965.8837890625,1932.38195800781,0,15105.23046875,83.75,76,3140.27075195313,0.18636891245842
"154",154,2040,2052.75415039062,4.19905424118042,10398.1923828125,96,59,2821.43579101563,0.19790942966938
"155",155,6629.66064453125,2589.9228515625,4.28190565109253,15561.9052734375,86.1666641235352,57,1542.01171875,0.247430250048637
"156",156,8291.73046875,6921.09814453125,6.75153875350952,5831.12353515625,84.5,77,2427.59130859375,0.233760312199593
"157",157,6359.43408203125,6906.5185546875,1.18961930274963,0,74.5,67,780.576721191406,0.199261084198952
"158",158,5886.19580078125,5273.60400390625,1.88055992126465,8209.537109375,90.8333358764648,39,2532.11376953125,0.332162857055664
"159",159,2376.25756835937,2370.75927734375,7.70966243743897,10545.7578125,88.9166641235352,42,2839.24291992187,0.2616266310215
"160",160,6398.515625,7126.18408203125,4.19905424118042,1180.72009277344,80.5,68,1167.30456542969,0.241368100047111
"161",161,21310.43359375,18978.21875,4.19897031784058,10627.8359375,76.25,10,323.109893798828,0.498884350061417
"162",162,8436.6162109375,6340.228515625,3.56473779678345,7064.02880859375,80.25,83,3223.42993164062,0.217315867543221
"163",163,7507.9755859375,5927.638671875,3.3612847328186,6514.42236328125,88.1666641235352,83,2307.6611328125,0.237573578953743
"164",164,2850.4736328125,1765.67272949219,12.0677852630615,11531.283203125,87,104,4218.068359375,0.195568740367889
"165",165,4890.091796875,4333.5205078125,2.52224254608154,7846.935546875,83.25,43,2461.09741210938,0.146739929914475
"166",166,5591.60107421875,6316.05078125,1.18959164619446,1358.30773925781,80.5,69,720,0.199022695422173
"167",167,3787.611328125,3664.66918945313,6.75131273269653,8172.3984375,82.4166641235352,42,1225.60192871094,0.179949462413788
"168",168,5635.68994140625,6111.3173828125,0.841219902038574,0,76.5,66,1047.85498046875,0.228222340345383
"169",169,5010.08984375,5782.84521484375,0.841208338737488,1209.33862304688,80.3333358764649,71,212.132034301758,0.176500618457794
"170",170,5217.671875,5767.80712890625,4.28166246414185,2439.61059570312,79,87,750,0.22380755841732
"171",171,7605.3994140625,5391.40966796875,7.1987476348877,7480.5947265625,85.9166641235352,90,2450.65307617187,0.208769634366035
"172",172,5868.04931640625,5731.25634765625,3.03045344352722,6961.0341796875,93,76,5152.4072265625,0.211683183908463
"173",173,1113.23852539063,1243.10095214844,0.841189682483673,7532.927734375,89.9166641235352,55,1405.20458984375,0.198604568839073
"174",174,4905.435546875,5406.74560546875,4.19874954223633,510,76.5,75,1209.33862304688,0.198950916528702
"175",175,12759.349609375,8417.66015625,15.8317241668701,14744.8701171875,78.1666641235352,60,900,0.201970785856247
"176",176,1800.25,2514.45825195312,4.52091264724731,12674.103515625,87.6666641235352,66,4431.173828125,0.240787640213966
"177",177,6716.583984375,6500.66162109375,7.70913982391357,0,91.8333358764648,69,4689.31787109375,0.171100005507469
"178",178,1148.25952148438,1012.02764892578,2.37807083129883,8938.037109375,93.5,74,1214.90734863281,0.189462184906006
"179",179,2708.154296875,360,18.9201488494873,10726.4580078125,80.6666641235352,96,4225.74267578125,0.203100770711899
"180",180,6691.076171875,4224.03857421875,16.8219127655029,13913.3388671875,89.5,111,1366.23571777344,0.214273527264595
"181",181,4686.14990234375,4440.1015625,5.30530166625977,6037.4580078125,93.9166641235352,73,4691.6201171875,0.177708104252815
"182",182,7917.556640625,4831.490234375,8.59598255157471,13944.708984375,85.4166641235352,72,702.281982421875,0.244591504335403
"183",183,18069.490234375,16654.86328125,2.37801814079285,10613.599609375,83.4166641235352,49,1033.15051269531,0.225489795207977
"184",184,20035.77734375,19773.27734375,16.4417781829834,9902.044921875,78.5,87,752.396179199219,0.298959136009216
"185",185,12115.2841796875,8485.1220703125,7.7089467048645,14557.2666015625,81.8333358764648,82,662.7216796875,0.224317699670792
"186",186,4200,4980,4.89330005645752,1740.25854492188,81.0833358764648,75,570,0.18717797100544
"187",187,4307.58642578125,4230.42529296875,7.1984167098999,5465.27197265625,92.9166641235352,77,6030.07470703125,0.350591987371445
"188",188,0,180,4.89308929443359,6198.9033203125,88.1666641235352,41,210,0.223579540848732
"189",189,10009.6201171875,6418.107421875,1.18947112560272,14746.15234375,80.3333358764649,68,1381.955078125,0.197691708803177
"190",190,1132.07775878906,360,3.46417093276978,7557.73779296875,87.9166641235352,47,108.166542053223,0.343038409948349
"191",191,18724.7109375,19059.1640625,6.75052881240845,9215.91015625,80.0833358764649,57,1381.3037109375,0.292008399963379
"192",192,3262.42236328125,3667.8603515625,5.30497312545776,1020,91.75,96,2190,0.249889254570007
"193",193,3116.10327148437,2919.88012695312,4.28122091293335,4161.25,92.1666641235352,94,5654.18408203125,0.19519205391407
"194",194,16064.796875,16235.43359375,8.87027454376221,9118.0751953125,85.3333358764649,67,915.860229492188,0.299592405557632
"195",195,4656.576171875,3060,5.92687845230103,4658.1220703125,92,93,4454.77294921875,0.19202096760273
"196",196,1171.53747558594,1073.31262207031,4.52041339874268,5506.94091796875,91.5833358764649,44,60,0.380302965641022
"197",197,3120.57690429687,3252.47607421875,2.37784004211426,450,89,87,2806.72412109375,0.168562904000282
"198",198,1504.79235839844,3660.123046875,0,9320.1552734375,87.6666641235352,73,1786.44897460938,0.23080438375473
"199",199,4162.6552734375,3976.330078125,7.1009316444397,0,72,86,2990.685546875,0.196627750992775
"200",200,1771.0166015625,4763.86376953125,1.88017690181732,9675.0810546875,89.9166641235352,72,1632.17651367188,0.191949188709259
"201",201,9181.568359375,9088.564453125,2.65803217887878,14198.1162109375,81.8333358764648,68,0,0.369545787572861
"202",202,8402.142578125,7817.5185546875,2.37775731086731,13392.9423828125,79.75,73,1339.29089355469,0.241227403283119
"203",203,2930.18774414063,5501.13623046875,4.19825458526611,10226.171875,80.25,74,1350.33325195313,0.210128381848335
"204",204,4664.01123046875,6524.91357421875,3.0299870967865,10685.0546875,76.6666641235352,77,2485.65893554687,0.201810389757156
"205",205,9810.0458984375,10281.994140625,4.19816637039185,12748.587890625,81.8333358764648,59,833.546630859375,0.36689355969429
"206",206,2846.84033203125,42.4264068603516,1.88016700744629,3810.35424804687,97.5833358764649,42,2170.3916015625,0.216723740100861
"207",207,2381.93188476562,1650,0,2872.64697265625,94.25,59,4215.61376953125,0.237811774015427
"208",208,2418.30517578125,2137.59204101562,2.52177953720093,4867.86376953125,91.25,48,42.4264068603516,0.296769559383392
"209",209,1986.35339355469,3478.57739257813,5.30453300476074,8095.8876953125,89.3333358764648,94,702.922485351563,0.260129243135452
"210",210,16059.0810546875,18380.478515625,9.32089710235596,7215.60791015625,80.5,107,421.070068359375,0.233865797519684
"211",211,7489.49267578125,8286.791015625,5.10277462005615,11646.376953125,79.3333358764648,58,90,0.368302434682846
"212",212,3017.05151367188,2710.64575195312,2.65793681144714,4402.23828125,88.8333358764649,50,270,0.33629509806633
"213",213,5095.76318359375,630,3.56387805938721,4333.83203125,99.5,74,3380.96142578125,0.234445750713348
"214",214,3021.52270507812,751.7978515625,4.28076601028442,2589.9228515625,122.833335876465,52,3606.24462890625,0.273949980735779
"215",215,8059.28662109375,11349.2421875,10.6467800140381,12194.400390625,86.1666641235352,220,1654.6298828125,0.291806578636169
"216",216,6696.65576171875,9151.2294921875,0,10355.6943359375,82.3333358764648,87,499.299499511719,0.203363910317421
"217",217,1570.63684082031,1888.09423828125,3.75606393814087,0,94.75,133,2244.39306640625,0.225414156913757
"218",218,4830.37255859375,8486.341796875,2.52162265777588,9213.6640625,81.5833358764649,68,2361.44018554688,0.275473445653915
"219",219,3283.32153320313,210,2.52162790298462,5865.0576171875,95.9166641235352,68,3548.12622070312,0.139037817716599
"220",220,1397.17578125,161.554946899414,1.88002216815949,5700,92.5,79,4165.2490234375,0.174099892377853
"221",221,3373.3662109375,3095.23828125,4.51989030838013,2532.11376953125,95.5833358764648,55,900,0.359028100967407
"222",222,14864.14453125,19134.9453125,13.5368947982788,5760.078125,82.9166641235352,108,134.164077758789,0.272778868675232
"223",223,2581.5693359375,218.403289794922,6.697838306427,6352.4248046875,95.9166641235352,126,4074.92333984375,0.166848182678223
"224",224,3704.48388671875,3663.68676757812,3.360431432724,3014.96264648437,86.1666641235352,58,666.108093261719,0.207650274038315
"225",225,1827.78552246094,4383.38916015625,4.19782161712647,5368.23974609375,86.1666641235352,73,499.299499511719,0.228215128183365
"226",226,4212.83740234375,8834.732421875,2.37750887870789,8252.181640625,81.5833358764649,94,1833.93017578125,0.29815137386322
"227",227,16448.783203125,21615.037109375,7.10007095336914,5469.96337890625,78.0833358764648,209,1020,0.315050512552261
"228",228,1176.1376953125,4893.3115234375,11.8692302703857,4602.140625,89.25,82,1253.55493164063,0.168958991765976
"229",229,19776.076171875,14287.0888671875,4.7468433380127,0,87.8333358764649,181,606.712463378906,0.369268894195557
"230",230,600.74951171875,660.681457519531,3.46353960037231,890.954528808594,91,88,3580.94970703125,0.246563568711281
"231",231,7843.7236328125,13114.6328125,5.30392599105835,10558.849609375,93.1666641235352,153,30,0.290606945753098
"232",232,4718.68603515625,4512.48291015625,0,1455.23193359375,92.4166641235352,76,782.304260253906,0.326493054628372
"233",233,1489.46301269531,6936.166015625,1.87994086742401,6665.470703125,83.1666641235352,103,420,0.182389929890633
"234",234,8534.4599609375,13682.10546875,9.50113773345947,9697.380859375,94.1666641235352,191,618.4658203125,0.289219945669174
"235",235,9906.5888671875,2676.060546875,32.3637504577637,2043.5263671875,76.8333358764648,258,2978.92602539062,0.340816110372543
"236",236,4921.64599609375,1600.15625,29.2866687774658,3310.61938476563,89.75,358,1230.36584472656,0.207390382885933
"237",237,2265.14892578125,5682.05078125,4.19755220413208,2340.96142578125,94.4166641235352,74,67.0820388793945,0.235513389110565
"238",238,3168.65893554687,2190.82177734375,7.09958076477051,825.408996582031,91,641,305.941162109375,0.181366845965385
"239",239,3329.45947265625,2266.14208984375,16.2045269012451,1534.69860839844,90.25,600,0,0.215980887413025
"240",240,1073.31262207031,858.02099609375,11.9527053833008,3200.3125,86.6666641235352,142,3354.77270507812,0.167025864124298
"241",241,5444.896484375,4268.5478515625,3.46329522132874,420,95.0833358764649,153,2791.12890625,0.328073769807816
"242",242,4470,1920,17.6167755126953,4549.4287109375,89.3333358764648,511,1786.44897460938,0.205315425992012
"243",243,7915.96484375,14336.892578125,21.5650482177734,9370.1865234375,95,332,630.7138671875,0.329684495925903
"244",244,16075.2138671875,23569.08203125,17.9997406005859,3814.24951171875,82.4166641235352,191,300,0.337493866682053
"245",245,2881.40600585937,2599.46142578125,23.0579090118408,0,94,261,4454.974609375,0.300802916288376
